case_id,experiment,graph_type,n,k,density,seed,num_vars,num_clauses,result,wall_time_sec,cpu_time_reported_sec,conflicts,decisions,propagations,returncode,cnf_file
B_size_random_n80_k3_d0p07_s24,B_size,random,80,3,0.07,24,240,983,UNSAT,0.003524,0.001436,43,51,1516,20,cnfs/B_size_random_n80_k3_d0p07_s24.cnf
B_size_random_n80_k3_d0p07_s25,B_size,random,80,3,0.07,25,240,983,UNSAT,0.003818,0.001411,24,24,515,20,cnfs/B_size_random_n80_k3_d0p07_s25.cnf
B_size_random_n80_k3_d0p07_s26,B_size,random,80,3,0.07,26,240,983,UNSAT,0.003298,0.001368,12,19,372,20,cnfs/B_size_random_n80_k3_d0p07_s26.cnf
B_size_random_n80_k3_d0p07_s27,B_size,random,80,3,0.07,27,240,983,UNSAT,0.003321,0.001409,28,32,1192,20,cnfs/B_size_random_n80_k3_d0p07_s27.cnf
B_size_random_n80_k3_d0p07_s28,B_size,random,80,3,0.07,28,240,983,UNSAT,0.003142,0.001388,25,30,902,20,cnfs/B_size_random_n80_k3_d0p07_s28.cnf
B_size_random_n80_k3_d0p07_s29,B_size,random,80,3,0.07,29,240,983,UNSAT,0.003255,0.001424,20,22,607,20,cnfs/B_size_random_n80_k3_d0p07_s29.cnf
B_size_random_n80_k3_d0p07_s3,B_size,random,80,3,0.07,3,240,983,UNSAT,0.003597,0.001458,20,24,802,20,cnfs/B_size_random_n80_k3_d0p07_s3.cnf
B_size_random_n80_k3_d0p07_s30,B_size,random,80,3,0.07,30,240,983,UNSAT,0.003300,0.001419,13,15,423,20,cnfs/B_size_random_n80_k3_d0p07_s30.cnf
B_size_random_n80_k3_d0p07_s31,B_size,random,80,3,0.07,31,240,983,UNSAT,0.003350,0.001455,30,34,1222,20,cnfs/B_size_random_n80_k3_d0p07_s31.cnf
B_size_random_n80_k3_d0p07_s32,B_size,random,80,3,0.07,32,240,983,UNSAT,0.003242,0.001387,19,20,476,20,cnfs/B_size_random_n80_k3_d0p07_s32.cnf
B_size_random_n80_k3_d0p07_s33,B_size,random,80,3,0.07,33,240,983,UNSAT,0.003389,0.001355,17,19,539,20,cnfs/B_size_random_n80_k3_d0p07_s33.cnf
B_size_random_n80_k3_d0p07_s34,B_size,random,80,3,0.07,34,240,983,UNSAT,0.004002,0.001703,39,39,1436,20,cnfs/B_size_random_n80_k3_d0p07_s34.cnf
B_size_random_n80_k3_d0p07_s35,B_size,random,80,3,0.07,35,240,983,UNSAT,0.003581,0.001542,49,50,2283,20,cnfs/B_size_random_n80_k3_d0p07_s35.cnf
B_size_random_n80_k3_d0p07_s36,B_size,random,80,3,0.07,36,240,983,UNSAT,0.003267,0.001415,10,18,168,20,cnfs/B_size_random_n80_k3_d0p07_s36.cnf
B_size_random_n80_k3_d0p07_s37,B_size,random,80,3,0.07,37,240,983,UNSAT,0.003317,0.001433,33,34,1253,20,cnfs/B_size_random_n80_k3_d0p07_s37.cnf
B_size_random_n80_k3_d0p07_s38,B_size,random,80,3,0.07,38,240,983,UNSAT,0.003423,0.001425,16,23,373,20,cnfs/B_size_random_n80_k3_d0p07_s38.cnf
B_size_random_n80_k3_d0p07_s39,B_size,random,80,3,0.07,39,240,983,UNSAT,0.003155,0.001375,30,31,975,20,cnfs/B_size_random_n80_k3_d0p07_s39.cnf
B_size_random_n80_k3_d0p07_s4,B_size,random,80,3,0.07,4,240,983,UNSAT,0.003187,0.001367,7,11,114,20,cnfs/B_size_random_n80_k3_d0p07_s4.cnf
B_size_random_n80_k3_d0p07_s40,B_size,random,80,3,0.07,40,240,983,UNSAT,0.003142,0.001311,22,24,548,20,cnfs/B_size_random_n80_k3_d0p07_s40.cnf
B_size_random_n80_k3_d0p07_s5,B_size,random,80,3,0.07,5,240,983,UNSAT,0.003586,0.00143,30,30,940,20,cnfs/B_size_random_n80_k3_d0p07_s5.cnf
B_size_random_n80_k3_d0p07_s6,B_size,random,80,3,0.07,6,240,983,UNSAT,0.003453,0.001459,38,37,1374,20,cnfs/B_size_random_n80_k3_d0p07_s6.cnf
B_size_random_n80_k3_d0p07_s7,B_size,random,80,3,0.07,7,240,983,UNSAT,0.003157,0.001348,17,22,473,20,cnfs/B_size_random_n80_k3_d0p07_s7.cnf
B_size_random_n80_k3_d0p07_s8,B_size,random,80,3,0.07,8,240,983,UNSAT,0.003133,0.001302,17,23,565,20,cnfs/B_size_random_n80_k3_d0p07_s8.cnf
B_size_random_n80_k3_d0p07_s9,B_size,random,80,3,0.07,9,240,983,UNSAT,0.003311,0.001386,17,18,470,20,cnfs/B_size_random_n80_k3_d0p07_s9.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s1,C_sat_unsat,clique_unsat,60,3,0.07,1,180,612,UNSAT,0.003392,0.001299,7,10,87,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s1.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s10,C_sat_unsat,clique_unsat,60,3,0.07,10,180,612,UNSAT,0.003070,0.001195,6,14,77,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s10.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s11,C_sat_unsat,clique_unsat,60,3,0.07,11,180,612,UNSAT,0.002996,0.00119,9,12,95,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s11.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s12,C_sat_unsat,clique_unsat,60,3,0.07,12,180,612,UNSAT,0.003052,0.001205,13,14,128,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s12.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s13,C_sat_unsat,clique_unsat,60,3,0.07,13,180,612,UNSAT,0.002970,0.001161,6,11,75,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s13.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s14,C_sat_unsat,clique_unsat,60,3,0.07,14,180,612,UNSAT,0.003237,0.001249,10,12,137,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s14.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s15,C_sat_unsat,clique_unsat,60,3,0.07,15,180,612,UNSAT,0.003111,0.001222,8,19,99,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s15.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s16,C_sat_unsat,clique_unsat,60,3,0.07,16,180,612,UNSAT,0.003292,0.001202,6,14,71,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s16.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s17,C_sat_unsat,clique_unsat,60,3,0.07,17,180,612,UNSAT,0.007675,0.001267,6,11,56,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s17.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s18,C_sat_unsat,clique_unsat,60,3,0.07,18,180,612,UNSAT,0.003393,0.001263,9,16,129,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s18.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s19,C_sat_unsat,clique_unsat,60,3,0.07,19,180,612,UNSAT,0.003189,0.001322,7,15,81,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s19.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s2,C_sat_unsat,clique_unsat,60,3,0.07,2,180,612,UNSAT,0.003170,0.001257,17,19,171,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s2.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s20,C_sat_unsat,clique_unsat,60,3,0.07,20,180,612,UNSAT,0.003346,0.001273,15,17,201,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s20.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s21,C_sat_unsat,clique_unsat,60,3,0.07,21,180,612,UNSAT,0.002967,0.001233,10,17,110,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s21.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s22,C_sat_unsat,clique_unsat,60,3,0.07,22,180,612,UNSAT,0.003039,0.001219,11,13,110,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s22.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s23,C_sat_unsat,clique_unsat,60,3,0.07,23,180,612,UNSAT,0.003107,0.001261,10,12,112,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s23.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s24,C_sat_unsat,clique_unsat,60,3,0.07,24,180,612,UNSAT,0.003003,0.001267,26,37,501,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s24.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s25,C_sat_unsat,clique_unsat,60,3,0.07,25,180,612,UNSAT,0.003195,0.001267,9,14,93,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s25.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s26,C_sat_unsat,clique_unsat,60,3,0.07,26,180,612,UNSAT,0.003152,0.001268,9,10,80,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s26.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s27,C_sat_unsat,clique_unsat,60,3,0.07,27,180,612,UNSAT,0.003226,0.001285,7,11,101,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s27.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s28,C_sat_unsat,clique_unsat,60,3,0.07,28,180,612,UNSAT,0.003067,0.00127,10,13,142,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s28.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s29,C_sat_unsat,clique_unsat,60,3,0.07,29,180,612,UNSAT,0.002898,0.001175,26,27,673,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s29.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s3,C_sat_unsat,clique_unsat,60,3,0.07,3,180,612,UNSAT,0.003260,0.001219,9,14,84,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s3.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s30,C_sat_unsat,clique_unsat,60,3,0.07,30,180,612,UNSAT,0.003036,0.001181,0,0,2,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s30.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s31,C_sat_unsat,clique_unsat,60,3,0.07,31,180,612,UNSAT,0.003051,0.00122,12,17,188,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s31.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s32,C_sat_unsat,clique_unsat,60,3,0.07,32,180,612,UNSAT,0.003164,0.001256,11,15,197,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s32.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s33,C_sat_unsat,clique_unsat,60,3,0.07,33,180,612,UNSAT,0.002972,0.001168,6,8,64,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s33.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s34,C_sat_unsat,clique_unsat,60,3,0.07,34,180,612,UNSAT,0.003705,0.001401,10,10,75,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s34.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s35,C_sat_unsat,clique_unsat,60,3,0.07,35,180,612,UNSAT,0.003340,0.001308,10,14,106,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s35.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s36,C_sat_unsat,clique_unsat,60,3,0.07,36,180,612,UNSAT,0.003025,0.00121,8,17,95,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s36.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s37,C_sat_unsat,clique_unsat,60,3,0.07,37,180,612,UNSAT,0.003023,0.00125,9,14,94,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s37.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s38,C_sat_unsat,clique_unsat,60,3,0.07,38,180,612,UNSAT,0.003192,0.001235,11,18,132,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s38.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s39,C_sat_unsat,clique_unsat,60,3,0.07,39,180,612,UNSAT,0.003445,0.001303,13,18,193,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s39.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s4,C_sat_unsat,clique_unsat,60,3,0.07,4,180,612,UNSAT,0.003144,0.001271,10,17,150,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s4.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s40,C_sat_unsat,clique_unsat,60,3,0.07,40,180,612,UNSAT,0.003070,0.001212,9,19,130,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s40.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s5,C_sat_unsat,clique_unsat,60,3,0.07,5,180,612,UNSAT,0.003040,0.001177,10,17,147,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s5.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s6,C_sat_unsat,clique_unsat,60,3,0.07,6,180,612,UNSAT,0.003808,0.001343,24,30,437,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s6.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s7,C_sat_unsat,clique_unsat,60,3,0.07,7,180,612,UNSAT,0.003363,0.001273,6,10,77,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s7.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s8,C_sat_unsat,clique_unsat,60,3,0.07,8,180,612,UNSAT,0.003109,0.001208,7,11,66,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s8.cnf
C_sat_unsat_clique_unsat_n60_k3_d0p07_s9,C_sat_unsat,clique_unsat,60,3,0.07,9,180,612,UNSAT,0.003071,0.001204,11,11,75,20,cnfs/C_sat_unsat_clique_unsat_n60_k3_d0p07_s9.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s1,C_sat_unsat,planted_sat,60,3,0.07,1,180,612,SAT,0.003177,0.00122,0,15,69,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s1.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s10,C_sat_unsat,planted_sat,60,3,0.07,10,180,612,SAT,0.003929,0.00136,2,14,134,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s10.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s11,C_sat_unsat,planted_sat,60,3,0.07,11,180,612,SAT,0.003551,0.001321,0,11,71,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s11.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s12,C_sat_unsat,planted_sat,60,3,0.07,12,180,612,SAT,0.003000,0.001156,0,12,80,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s12.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s13,C_sat_unsat,planted_sat,60,3,0.07,13,180,612,SAT,0.003065,0.001264,2,16,109,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s13.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s14,C_sat_unsat,planted_sat,60,3,0.07,14,180,612,SAT,0.003035,0.001171,1,22,89,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s14.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s15,C_sat_unsat,planted_sat,60,3,0.07,15,180,612,SAT,0.003238,0.001209,0,17,82,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s15.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s16,C_sat_unsat,planted_sat,60,3,0.07,16,180,612,SAT,0.003144,0.001234,7,18,202,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s16.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s17,C_sat_unsat,planted_sat,60,3,0.07,17,180,612,SAT,0.003035,0.001153,1,14,78,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s17.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s18,C_sat_unsat,planted_sat,60,3,0.07,18,180,612,SAT,0.002884,0.001142,3,17,120,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s18.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s19,C_sat_unsat,planted_sat,60,3,0.07,19,180,612,SAT,0.003013,0.001202,4,25,127,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s19.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s2,C_sat_unsat,planted_sat,60,3,0.07,2,180,612,SAT,0.003398,0.00125,5,25,167,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s2.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s20,C_sat_unsat,planted_sat,60,3,0.07,20,180,612,SAT,0.003206,0.001229,1,20,111,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s20.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s21,C_sat_unsat,planted_sat,60,3,0.07,21,180,612,SAT,0.002980,0.001196,2,24,125,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s21.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s22,C_sat_unsat,planted_sat,60,3,0.07,22,180,612,SAT,0.002978,0.001201,0,11,77,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s22.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s23,C_sat_unsat,planted_sat,60,3,0.07,23,180,612,SAT,0.003003,0.001163,0,14,66,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s23.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s24,C_sat_unsat,planted_sat,60,3,0.07,24,180,612,SAT,0.003472,0.001278,1,12,116,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s24.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s25,C_sat_unsat,planted_sat,60,3,0.07,25,180,612,SAT,0.003025,0.001191,1,18,83,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s25.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s26,C_sat_unsat,planted_sat,60,3,0.07,26,180,612,SAT,0.003079,0.001229,2,14,128,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s26.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s27,C_sat_unsat,planted_sat,60,3,0.07,27,180,612,SAT,0.003004,0.001189,1,16,82,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s27.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s28,C_sat_unsat,planted_sat,60,3,0.07,28,180,612,SAT,0.003003,0.00118,1,18,99,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s28.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s29,C_sat_unsat,planted_sat,60,3,0.07,29,180,612,SAT,0.003243,0.001231,0,14,73,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s29.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s3,C_sat_unsat,planted_sat,60,3,0.07,3,180,612,SAT,0.003039,0.001219,0,17,74,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s3.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s30,C_sat_unsat,planted_sat,60,3,0.07,30,180,612,SAT,0.002941,0.001105,0,13,84,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s30.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s31,C_sat_unsat,planted_sat,60,3,0.07,31,180,612,SAT,0.006500,0.001222,17,27,503,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s31.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s32,C_sat_unsat,planted_sat,60,3,0.07,32,180,612,SAT,0.003366,0.001331,6,21,196,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s32.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s33,C_sat_unsat,planted_sat,60,3,0.07,33,180,612,SAT,0.003082,0.001191,1,23,117,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s33.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s34,C_sat_unsat,planted_sat,60,3,0.07,34,180,612,SAT,0.002973,0.001154,1,17,109,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s34.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s35,C_sat_unsat,planted_sat,60,3,0.07,35,180,612,SAT,0.003033,0.001173,1,20,87,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s35.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s36,C_sat_unsat,planted_sat,60,3,0.07,36,180,612,SAT,0.002998,0.001192,20,34,583,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s36.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s37,C_sat_unsat,planted_sat,60,3,0.07,37,180,612,SAT,0.003230,0.001296,4,13,143,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s37.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s38,C_sat_unsat,planted_sat,60,3,0.07,38,180,612,SAT,0.002978,0.001131,1,15,125,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s38.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s39,C_sat_unsat,planted_sat,60,3,0.07,39,180,612,SAT,0.003176,0.001187,6,21,281,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s39.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s4,C_sat_unsat,planted_sat,60,3,0.07,4,180,612,SAT,0.003257,0.001175,0,20,68,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s4.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s40,C_sat_unsat,planted_sat,60,3,0.07,40,180,612,SAT,0.003022,0.001175,5,22,165,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s40.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s5,C_sat_unsat,planted_sat,60,3,0.07,5,180,612,SAT,0.003223,0.001281,9,19,212,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s5.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s6,C_sat_unsat,planted_sat,60,3,0.07,6,180,612,SAT,0.003153,0.001235,3,20,171,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s6.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s7,C_sat_unsat,planted_sat,60,3,0.07,7,180,612,SAT,0.003215,0.001298,5,21,173,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s7.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s8,C_sat_unsat,planted_sat,60,3,0.07,8,180,612,SAT,0.002920,0.001188,5,19,189,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s8.cnf
C_sat_unsat_planted_sat_n60_k3_d0p07_s9,C_sat_unsat,planted_sat,60,3,0.07,9,180,612,SAT,0.002793,0.001142,0,17,73,10,cnfs/C_sat_unsat_planted_sat_n60_k3_d0p07_s9.cnf
C_sat_unsat_random_n60_k3_d0p07_s1,C_sat_unsat,random,60,3,0.07,1,180,612,SAT,0.003746,0.001418,4,25,142,10,cnfs/C_sat_unsat_random_n60_k3_d0p07_s1.cnf
C_sat_unsat_random_n60_k3_d0p07_s10,C_sat_unsat,random,60,3,0.07,10,180,612,UNSAT,0.003275,0.001301,37,40,923,20,cnfs/C_sat_unsat_random_n60_k3_d0p07_s10.cnf
C_sat_unsat_random_n60_k3_d0p07_s11,C_sat_unsat,random,60,3,0.07,11,180,612,UNSAT,0.003040,0.001271,10,14,76,20,cnfs/C_sat_unsat_random_n60_k3_d0p07_s11.cnf
C_sat_unsat_random_n60_k3_d0p07_s12,C_sat_unsat,random,60,3,0.07,12,180,612,UNSAT,0.002862,0.001139,15,19,192,20,cnfs/C_sat_unsat_random_n60_k3_d0p07_s12.cnf
C_sat_unsat_random_n60_k3_d0p07_s13,C_sat_unsat,random,60,3,0.07,13,180,612,UNSAT,0.003043,0.001289,42,43,921,20,cnfs/C_sat_unsat_random_n60_k3_d0p07_s13.cnf
C_sat_unsat_random_n60_k3_d0p07_s14,C_sat_unsat,random,60,3,0.07,14,180,612,UNSAT,0.003019,0.001257,24,34,569,20,cnfs/C_sat_unsat_random_n60_k3_d0p07_s14.cnf
C_sat_unsat_random_n60_k3_d0p07_s15,C_sat_unsat,random,60,3,0.07,15,180,612,UNSAT,0.003000,0.001255,29,29,630,20,cnfs/C_sat_unsat_random_n60_k3_d0p07_s15.cnf
C_sat_unsat_random_n60_k3_d0p07_s16,C_sat_unsat,random,60,3,0.07,16,180,612,UNSAT,0.003080,0.001276,56,58,1423,20,cnfs/C_sat_unsat_random_n60_k3_d0p07_s16.cnf
C_sat_unsat_random_n60_k3_d0p07_s17,C_sat_unsat,random,60,3,0.07,17,180,612,SAT,0.002875,0.001164,0,20,82,10,cnfs/C_sat_unsat_random_n60_k3_d0p07_s17.cnf
C_sat_unsat_random_n60_k3_d0p07_s18,C_sat_unsat,random,60,3,0.07,18,180,612,UNSAT,0.002733,0.001129,19,21,394,20,cnfs/C_sat_unsat_random_n60_k3_d0p07_s18.cnf
C_sat_unsat_random_n60_k3_d0p07_s19,C_sat_unsat,random,60,3,0.07,19,180,612,SAT,0.003550,0.001319,2,12,99,10,cnfs/C_sat_unsat_random_n60_k3_d0p07_s19.cnf
C_sat_unsat_random_n60_k3_d0p07_s2,C_sat_unsat,random,60,3,0.07,2,180,612,UNSAT,0.003306,0.001293,12,19,154,20,cnfs/C_sat_unsat_random_n60_k3_d0p07_s2.cnf
C_sat_unsat_random_n60_k3_d0p07_s20,C_sat_unsat,random,60,3,0.07,20,180,612,SAT,0.003412,0.001325,9,34,303,10,cnfs/C_sat_unsat_random_n60_k3_d0p07_s20.cnf
C_sat_unsat_random_n60_k3_d0p07_s21,C_sat_unsat,random,60,3,0.07,21,180,612,SAT,0.002867,0.001171,6,16,283,10,cnfs/C_sat_unsat_random_n60_k3_d0p07_s21.cnf
C_sat_unsat_random_n60_k3_d0p07_s22,C_sat_unsat,random,60,3,0.07,22,180,612,SAT,0.002896,0.001194,2,22,99,10,cnfs/C_sat_unsat_random_n60_k3_d0p07_s22.cnf
C_sat_unsat_random_n60_k3_d0p07_s23,C_sat_unsat,random,60,3,0.07,23,180,612,UNSAT,0.003298,0.001327,26,26,831,20,cnfs/C_sat_unsat_random_n60_k3_d0p07_s23.cnf
C_sat_unsat_random_n60_k3_d0p07_s24,C_sat_unsat,random,60,3,0.07,24,180,612,SAT,0.002729,0.001151,3,17,156,10,cnfs/C_sat_unsat_random_n60_k3_d0p07_s24.cnf
C_sat_unsat_random_n60_k3_d0p07_s25,C_sat_unsat,random,60,3,0.07,25,180,612,UNSAT,0.002914,0.001211,45,45,1262,20,cnfs/C_sat_unsat_random_n60_k3_d0p07_s25.cnf
C_sat_unsat_random_n60_k3_d0p07_s26,C_sat_unsat,random,60,3,0.07,26,180,612,SAT,0.003002,0.001246,0,11,66,10,cnfs/C_sat_unsat_random_n60_k3_d0p07_s26.cnf
